unique_id,mean,std,cv,trend_strength,seasonality_strength,acf1,acf_seasonal,diff_acf1,skewness,kurtosis,length,cluster
M1681,1404.6176470588234,170.27363852388604,0.12122419142350076,0.939755057306603,0.0611215645516594,0.9711890365421044,0.7885505384208199,0.04115462566807896,-0.012481910346302435,-0.5438377965548091,306,0
M17466,1336.5217391304348,655.312351869639,0.49031177921280733,0.9080630984439141,0.03634135390232185,0.97950780886847,0.47081528528699157,0.29710447521823785,0.3050720691243614,-1.4807083303467226,69,0
M17782,1727.536231884058,534.8449749581417,0.3095998596653673,0.9651705462014847,0.5629562311347887,0.9329354079904251,0.3944451774918458,-0.06962133227242097,0.5635299907265888,-0.35495736599873506,69,0
M17852,10668.115942028986,4563.512909318212,0.427771214159702,0.9459183516324116,0.14629612180795093,0.9665588564894052,0.47569037443999085,-0.14069051306123395,0.5908165310958078,-1.1742447556524642,69,0
M18152,1305.3623188405797,485.76424087263257,0.37212981703354775,0.9222448204957202,0.268340254096487,0.9542664875457603,0.44078188114661915,0.027356476568128278,0.6792481829308925,-0.542373199842626,69,0
M1820,4946.13475177305,236.26291761324453,0.04776718174298646,0.9674221817261852,0.9236781113333166,0.8367793397264608,0.9038403396716872,0.08303924723158014,-0.08156817796998277,-0.668256342633212,282,0
M1914,2686.7391304347825,1337.3595892943322,0.49776309658984774,0.30858556777190715,0.0,0.384899901409143,0.19713472110328417,-0.43957494218763604,1.1683107794390657,1.5217069926480296,138,1
M1935,2088.496732026144,299.0021995718384,0.14316622812321234,0.9953434398591944,0.8368973342324248,0.9703036054168585,0.8720184831530546,-0.10963324249329047,0.26417466885183044,-1.2645206996903997,306,0
M19378,7055.072463768116,3094.5738500784855,0.43863105105878286,0.8319085242594834,0.0,0.9545923474659518,0.45614911475032405,-0.051022061656973657,0.470753914320385,-1.0281111500989422,69,0
M19399,5514.492753623188,1639.3066192681817,0.2972724224165691,0.8532223214822023,0.361148808391212,0.8628767290623665,0.42295324556730646,-0.059828373194159463,-0.38810652236134374,-0.7711400534350066,69,0
M19539,4008.550724637681,1200.2973971603494,0.29943425432612936,0.962300516654861,0.0,0.969974226450216,0.5006693688814916,0.639468294758724,-0.34659656835859304,-1.1810779304871941,69,0
M19607,1624.927536231884,579.0212210784224,0.35633664158411654,0.9708343232705609,0.0,0.9722537952574605,0.45160002920197434,0.6205357142857143,0.7480436457753153,-0.9705864096134871,69,0
M20070,10672.463768115942,5249.67587841358,0.4918897821979047,0.9214770536887686,0.0,0.9873532753897827,0.539747027555251,0.7567593337643432,0.2858379268609748,-1.736837350839929,69,0
M20168,1401.159420289855,666.8801170579313,0.4759487802751062,0.9404000276434507,0.0,0.9513862422546661,0.42136892617569394,0.7233086298556858,0.6977924729043989,-1.0522540970696683,69,0
M21037,1107.317741935484,157.7697657547193,0.1424792178250057,0.9924198811876623,0.4280368910218476,0.9775918968255769,0.7991750263623951,-0.02612023445654833,0.11704295427665662,-1.1390245151023863,186,0
M21184,6121.8387096774195,152.82826754817293,0.024964438757032522,0.4977914587254644,0.2803210736919607,0.7143211230597951,0.281547398593462,-0.188737213179167,-0.05166345175128262,-0.45791148747158417,186,1
M21273,2483.2795698924733,630.3698328297053,0.2538456968246231,0.43626483110914205,0.8222621899356573,0.5218785666895717,0.6907108482270428,-0.0516832685011779,0.9877708738419831,0.712024139566092,186,1
M21345,4543.209090909091,1124.669439075359,0.24754956608222356,0.9808992854557427,0.7390156685530659,0.9534280977334725,0.6086471154964216,0.09016938004805697,-0.19779614419653013,-1.3139667114460563,110,0
M21458,986.7822878228782,183.40256927564042,0.18585920272269837,0.9663962537090733,0.0,0.9879960290800813,0.7377164536237428,0.3224285577441687,1.0654495524153125,0.31593302145556734,271,0
M22432,2097.550784313725,115.28465296468899,0.05496155507977735,0.9413943349216612,0.49437786833096165,0.95250427677236,0.7538140436407724,0.11054744944480686,0.6069013080418962,-0.489210032073224,306,0
M22844,2753.7156862745096,383.31677826445167,0.13919983830394608,0.8824042995700397,0.8971641199649313,0.8220833806876834,0.8689048412145235,0.258545485137169,1.3039252433043416,1.9160546137003842,306,0
M22958,1177.2019607843138,105.80020724159512,0.08987430429618505,0.9768092544993977,0.35647416489999406,0.971483429262152,0.8251650264966532,-0.19995039812964102,0.03735774278797656,-1.1539238814741537,306,0
M23869,7878.578691197606,856.4902430273588,0.10871126336331174,0.9125097875816197,0.3054336701559971,0.9132732022619251,0.7517288629722193,-0.2972468691750158,-0.42234892417216663,-0.8259137513031303,334,0
M24130,6300.1048843749995,2060.324480221836,0.32703018728016464,0.15533339298315985,0.5980208478004665,0.25777984336229415,0.4478040292838641,-0.33942828410822634,-0.19477230420916763,-0.7490881579962716,256,1
M24354,3504.969193622754,1194.4437083574232,0.34078579364711625,0.9549775183292052,0.6250029211599637,0.9369929546533883,0.8428874836105252,-0.12899880700970587,0.6142731135266376,-0.2989506299117588,334,0
M24539,7752.236510092593,3931.1784070929257,0.5071024860986822,0.994918893901461,0.3460430535394705,0.9857829959893667,0.866228655546783,-0.34147952009494154,1.5013044339204804,1.1059765999220286,432,0
M2485,9728.235294117647,666.9926826842445,0.06856255657051734,0.9012491667693445,0.9244647854188467,0.6778359505648079,0.8469077978584282,0.028884348875415265,-0.43478061500668935,-0.6429898505049425,306,0
M25700,4369.4272318293415,550.940975407505,0.12608997614015496,0.9883987443703272,0.9528185196717917,0.90410902904423,0.8437713714314895,0.189436721105627,0.14473703454299236,-0.45824717103807044,334,0
M25799,2381.7282891623036,253.0856924793491,0.10626136223471731,0.8888351845198266,0.0,0.9756922412873807,0.3207661364956797,0.7927928130798447,-0.7058465486840176,0.059003188113083915,191,0
M25847,3060.49528382199,339.5294252761282,0.11093937215682262,0.9877075343290755,0.0,0.9913788552347482,0.8282311863084793,0.5774429918939598,-0.2603938653017689,-1.191765860239345,191,0
M26455,1862.140350877193,272.88191897804455,0.1465420793064813,0.8932466665802781,0.04144886426768357,0.9679244808307698,0.6419262665388978,0.05652835987159758,0.6775727979756693,-0.04045641059636562,285,0
M27255,1062.1617647058824,45.42822726213219,0.042769593833677,0.8978175554479695,0.0896665794141861,0.938198275825243,0.4819286371920892,-0.052256068791410794,-0.03143006159154352,-1.687047035063893,68,0
M2734,8331.75965665236,1026.9856273170342,0.12326155213767524,0.9876380861944201,0.9121059920199398,0.9171122472569313,0.8718565801402911,-0.29172658596334017,0.26392221891100254,-1.1122245363376424,233,0
M27573,1295.516587677725,281.08517448856315,0.2169676383630268,0.9153438765447818,0.0,0.9825150161461262,0.7599790003014072,0.03789201542017401,0.5572368610608309,-0.5395337815290424,211,0
M27856,1912.4324324324325,939.1164618502368,0.4910586360720571,0.9855310594665365,0.23131702289271083,0.9926693881625871,0.9119041560877661,0.20666396357797714,0.5389603685585979,-0.9363048239231309,666,0
M27861,1021.8088888888889,332.94937074057253,0.3258430948889282,0.8467616941281783,0.0,0.990212905876169,0.6771758804564117,0.6931865604483718,1.3853896200714664,2.151031348586055,450,0
M28078,2571.217094017094,1116.1277746210083,0.43408538984051576,0.9977383722977949,0.17644235561289645,0.9882536866260863,0.862319788260252,-0.24203369607237804,0.2858032030474847,-1.2580216515759732,234,0
M28360,9258.583690987125,731.0614090268689,0.07896039323363561,0.9522884816144747,0.08568670009398538,0.9690341615060537,0.7297370553320437,-0.16759619752288413,-0.6119200811670752,-0.48719387482583,233,0
M28953,8083.820512820513,1160.3970556489323,0.14354562348441605,0.9918580594240579,0.66970625917616,0.9835012011052123,0.8496890666567232,0.4032907528557504,0.07556088672624774,-1.1629351760842421,234,0
M29092,3566.9607843137255,443.15296909496783,0.12423825096250095,0.9749457425893229,0.16235151634118994,0.9827245293761938,0.719813071268888,0.14117638618751094,0.05244475913460047,-0.7375277278163246,306,0
M29223,2460.4575163398695,246.54299991992815,0.10020209586332582,0.9721026909296528,0.8538915225410588,0.9423840186549336,0.7799379876242092,0.18375779552098176,-0.21515057961543427,-0.9536547299097204,306,0
M29939,6588.5948275862065,1319.1388201009718,0.20021550188179513,0.988158051259164,0.006270835745832204,0.9845724029975036,0.7681686557815606,-0.045030590280715904,1.1405363835104672,-0.3921599020557651,174,0
M3100,3858.1034147157193,872.4976468071736,0.2261467755061363,0.8743728168234031,0.510399752299202,0.7962009549206368,0.6650856506141202,-0.3522009283524842,0.44193256670177133,-0.5413493707204919,299,0
M31967,1088.357933642515,90.39518533855951,0.08305648587135761,0.9380086638089236,0.005332157395614323,0.9771909140397231,0.6588732442388925,-0.17061214648181688,-0.4896478418667004,-0.9094051079724883,292,0
M32021,6927.89512195122,2739.336650676291,0.39540677254143614,0.41905195704521003,0.20777760868056194,0.4889714061782174,0.1676794090228105,-0.5369355718443437,0.4811585824986617,0.8172297857321587,82,1
M32127,1511.097239101449,292.5586785232888,0.19360678515781973,0.22676873039694934,0.0062091919261978434,0.27610615102570757,-0.06255393887510512,-0.5170970035940227,0.019664085512310574,0.7096622119377849,69,1
M32318,994.3432561764705,275.03905117398654,0.27660372760166246,0.6667131125824397,0.038674231899204825,0.5582631765279106,-0.002943381224656383,-0.5636690011648591,0.9044999821547278,0.08496696502199264,68,1
M32381,7932.607624390245,1802.2211788697873,0.227191519384941,0.4980696756580256,0.05918899375181019,0.40537978671437125,0.11479614245774357,-0.621499169150278,-0.28631929211035,0.31079510601003646,82,1
M32440,4749.678564220589,486.24830431807965,0.10237499185334278,0.0,0.07937324791574563,-0.11467548188702537,0.06356885567087846,-0.566798567192666,-0.8739019554699028,0.3201959458270771,68,1
M32679,1277.0510470860925,959.9268284956755,0.751674594908313,0.5282165298590704,0.35732367336116044,0.7588261271640233,0.526344098363535,-0.08381966159164246,0.8303565309161934,-0.2291050005140871,151,1
M33249,3595.186641121951,873.4932852039032,0.24296187441643136,0.6151503298416134,0.09810549237261412,0.5386316409287084,0.31096450464417297,-0.5029143473548189,0.3530303122209825,-0.21236459386344952,82,1
M33346,5904.767352941176,804.4129114519733,0.136231093177836,0.6144550408140221,0.07867966637493484,0.72813241268925,0.05085059802617998,-0.5618710809131502,0.3873279908167673,-0.6878724276428954,68,1
M33399,7042.569620253164,1555.096665020565,0.22081381496725094,0.19199701271114977,0.0016332918957868703,0.27385667257333546,-0.020200349005121708,-0.4255858653435218,-0.1992967662674216,0.2647084029547915,79,1
M33516,1674.8355291999999,347.88108145415373,0.20771059330244937,0.7921384864147631,0.19140993636378156,0.8518385469635444,0.5495712470595907,-0.39699044474697587,-1.1235754707243735,0.6209537310381767,175,0
M33855,2071.45043956044,613.7068078236036,0.2962691243309841,0.20154952553130367,0.518745864172498,0.3058466875763863,0.3924469658332053,-0.29366068272860185,2.1330506180843436,7.066521816983167,91,1
M3389,7785.787142824859,1649.496911263357,0.21186000606033553,0.9991535760377367,0.5023947091239085,0.9891423989615933,0.8884941939353669,-0.48783701602134366,0.14122130307510933,-1.1051020863694223,354,0
M33987,1523.454305384615,607.6813452935464,0.39888386750144744,0.7039092288085134,0.4312934520016628,0.6267830246076285,0.44453787017123436,-0.4899222346827355,0.08844778069165918,-1.0716280246663419,91,1
M34012,2175.988233142857,451.26843274232573,0.20738551149724863,0.19187934927053796,0.29175005110317453,0.2591503154043083,0.34075487253785897,-0.43037174110316245,1.9915783044418576,16.402663777946625,175,1
M34064,7432.934065934066,1317.5868938718186,0.17726336359022216,0.6678968576175299,0.2807176480736414,0.8955858475578305,-0.013149630483414079,0.42514958509429096,-0.5756850029889053,-0.46057143519156574,91,0
M34419,3086.65147826087,327.840827956504,0.10621245393769602,0.2905455571412424,0.23561074396796877,0.3840869529894322,0.11881776944227196,-0.4869818906698303,-0.011448093354419943,0.09867551648862838,115,1
M34591,8066.516548780489,2178.5173088291267,0.2700691550875798,0.5259612411673273,0.20706605819362256,0.44278413251123444,0.24521170891723526,-0.6010006643764897,0.955661534518889,0.5513684713025144,82,1
M34629,1719.0561219512197,196.76589432947418,0.11446158843617885,0.4002722412277899,0.21331750484274148,0.16296974491264649,0.045386705654414806,-0.5258499354372463,-0.563018575425636,-0.4349734891637347,82,1
M34728,1470.3511983606556,314.4320363549696,0.21384825387672043,0.5405752275953583,0.0,0.7215452303400206,0.12837976730720466,-0.4734712403887293,1.1697621632844886,1.0276767346188524,61,1
M34794,8032.529182879377,880.3011865886863,0.10959203092158945,0.7902055040479163,0.19791076302358113,0.8853536959243894,0.4862250293690848,-0.1613550559164229,0.5456627802415229,0.014232102494813326,257,0
M34947,2546.922944134146,486.07463418898806,0.1908477974602543,0.862873581642093,0.18515772370986516,0.8010847364709035,0.39354502288576754,-0.5080675596754839,-0.2017307347056962,-0.575442577271712,82,0
M35003,2244.072847682119,197.22441916356925,0.08788681676144357,0.898020401872704,0.0,0.9501789382967192,0.6267662241288287,-0.2203585155463936,-0.29816428868691347,-1.5824204396254884,151,0
M35046,3536.4615384615386,216.80174301295946,0.06130470829530763,0.6617789010397588,0.058851345329257065,0.6619020422282257,0.35984276337615084,-0.5510659723699292,-0.3622088015511218,-0.4139159043341829,91,1
M3539,5813.5993055555555,4532.4659217324715,0.7796316332639549,0.3775625397982618,0.004352064173631431,0.6704774284348305,0.242335965065915,-0.3636370111338607,3.506487449037221,18.596076830003174,288,1
M35679,1112.7706422018348,745.3000397355837,0.6697696825114486,0.9055211693545449,0.08542879544490478,0.9381212959779833,0.7504540129577734,-0.35207800216497637,0.5602317632989987,-0.71964135311713,218,0
M36779,3227.5530186640462,2362.0615610707077,0.7318428380297889,0.9997272981651184,0.23985235961197848,0.991630824222442,0.9002486775603428,0.24251293705448518,1.0529717528959999,0.09616240424006683,509,0
M37150,1306.9460580912862,197.45057996902543,0.1510778342737341,0.9958363248370038,0.6135363346966205,0.9891623004252365,0.8701043180621579,-0.14423904745424007,0.016326071836717717,-0.9532180456223913,241,0
M37540,1292.4564102564102,251.29299066978234,0.19443053450439257,0.9945052514158939,0.5469280398394956,0.9917055793350212,0.9196995291656994,-0.17383403868092429,-0.21184322556075205,-1.6171166433276976,234,0
M37803,9639.93023255814,414.5239388837487,0.043000719806428195,0.710427100714561,0.0,0.9324605819094063,0.24895838266189643,0.21242381916797104,0.1305522671595645,-0.03563640405112389,258,0
M3790,3842.5868113281244,986.368766792317,0.2566939447885617,0.9631175682980904,0.17703305778203604,0.9661571604567027,0.8271685918423684,-0.27229696661572217,-0.13227309564197756,-1.3018370957901468,256,0
M37971,3761.818181818182,2052.577027005475,0.5456342991073037,0.8939030664008977,0.3990160163484544,0.8940290046751617,0.7485047074481062,-0.3917845022467487,1.1144605174909505,1.448548502751585,330,0
M38006,5204.313725490196,548.188060744057,0.10533340026353293,0.9964837115867485,0.8181010200739631,0.9729413208485175,0.8591253089687476,-0.23191707704043535,-0.5533881532016313,-0.9217791327474165,306,0
M38240,3137.3202614379084,217.3067664982955,0.06926508879864839,0.9908998318776477,0.8324241895906754,0.9613905587221956,0.846197605991918,0.06422434131924802,-1.0448545487998826,0.24954878571911943,306,0
M3845,3408.8052777777775,1969.426204303463,0.5777467598816161,0.9363132859848269,0.5374661684897085,0.9000644673414198,0.8481589122174945,-0.3919657537752487,-0.052712925156523316,-0.9827336678827092,288,0
M39033,2438.7124463519312,1042.5274952043737,0.42749094784171465,0.9996246044278663,0.7404519777129539,0.9881809796282985,0.8699509149375082,-0.4798829543510752,-0.004067903911358688,-1.5243813896505893,233,0
M39493,7555.229248826291,2142.8730495708096,0.28362779989815745,0.9953107070582905,0.0,0.9919834871604288,0.8801322558887638,0.022262837052329957,-0.06475271449495483,-1.5527903208080642,213,0
M39683,1743.2810457516339,688.1845821089726,0.3947639904570032,0.8972209045065942,0.09493520319713122,0.9611531804214748,0.518333926050583,0.05742712411773947,-0.08467087422461686,-1.06963291290588,153,0
M39713,3881.125714285715,495.870767347909,0.12776467547101072,0.8404972417561243,0.2174694724441938,0.9532592909147487,0.2173224357400664,0.4280188127378869,-0.4793964000176691,-0.23322711225290416,70,0
M40196,2081.657431693989,854.446624633134,0.41046457098265754,0.9723022147319378,0.005616587365155135,0.9868660359115821,0.8268170582984739,0.005369018927399383,-0.06494389425344192,-0.9492006816985823,366,0
M40381,2599.2461392405066,565.5738563738387,0.21759149617861814,0.9400177238048317,0.1941584808368495,0.9571970982587664,0.6889576965967528,-0.16174282571624088,0.3039378896617577,-0.8206842223002702,158,0
M40392,4677.380632911391,550.8279743899046,0.11776419701961416,0.8323676407204843,0.24945714193919,0.8808192447362702,0.45269410260647613,-0.14992095213012563,0.8592585609082256,0.04937525392488462,158,0
M40637,2797.9699386503066,576.8834073369874,0.206179272824949,0.9139884471954671,0.04346431693299535,0.9698360483392958,0.6675191023021132,-0.11232891958322933,0.8357429701164223,0.4555640794534619,163,0
M40682,5303.119386503067,1009.6130817509094,0.19038098299662434,0.9629794362480336,0.1760431960506299,0.9640085840881539,0.6506712649822594,-0.12675319939128246,0.03176689137039466,-0.569377726594031,163,0
M40709,1551.979838998211,1115.737519824114,0.7189123800373028,0.9880546420761891,0.0,0.994290014006765,0.9342574788555821,-0.07327256600709459,0.46655491032749014,-1.0898673858983474,559,0
M41162,3090.9319369281047,2280.973183044953,0.7379564576604292,0.9889466737189676,0.018212521672545168,0.9908012885332935,0.880865483887038,0.25140159965562964,0.5696371261466991,-1.3115160481211319,306,0
M41608,1587.287711864407,1016.5137571379427,0.6404092651507768,0.8021156894250873,0.02748876756873686,0.8819667088190587,0.5923508365088496,-0.35474770792355464,1.0733808871857509,0.6358095216524848,236,0
M42540,1143.7578442409638,644.7510826511265,0.5637129274326463,0.7790974644948225,0.11885471382023516,0.7763867564415022,0.11558738233534194,-0.36044838664012036,1.5969835573782307,2.117183256652222,83,1
M42946,3586.4381858974366,2926.9392357489096,0.8161131139129058,0.5897988419891309,0.0,0.8664180370272374,0.05765722629669488,-0.016677827086643886,1.1630086178885068,0.0855904677067878,78,1
M4311,6248.902631027254,5741.14606618798,0.9187446828954984,0.9865321677331405,0.3832299491363428,0.9790842949566849,0.9132293416893694,-0.3443316699597992,0.6519642963836833,-1.0711779843083982,477,0
M43138,7420.5440742857145,733.7682296300146,0.09888334632668368,0.527547825581489,0.4558348687880506,0.5553389122205445,0.37438022336163673,-0.3712325751209956,0.04082291983119509,-0.2895087752794372,175,1
M43493,3062.268370607029,2101.6238996350307,0.6862964460617895,0.9840752938591573,0.0,0.9903563277683067,0.8885312756650483,-0.03357642944647236,0.3597301292120074,-1.3357340022829336,313,0
M43866,9249.726498422713,2230.1675689382378,0.24110632561065795,0.9930783931709374,0.242294538734929,0.9858999479300498,0.827148965284768,0.37568939191987505,-0.455368737680052,-0.6543215334657089,317,0
M44521,1095.9452478640778,447.28758743634677,0.4081295012757979,0.9771416535936225,0.07962329839230675,0.9755020436141704,0.6625233785162613,0.037486181951649676,0.7694252603550823,-0.142770428575683,206,0
M45066,1224.0600000000002,677.7235061080169,0.5536685343104233,0.14239805128500327,0.0,0.4303678409749771,0.2566067302374573,-0.41061929471003367,1.646721747335321,4.103824925937508,67,1
M45267,1581.8431756756756,312.9693967052317,0.19785109011931512,0.9686159924465114,0.13101636399801675,0.9601882746361253,0.5574988626541136,-0.04009065137837034,0.0350322777204677,-1.5141682686090117,74,0
M45330,2631.9232623755083,882.6754910772803,0.3353728065310686,0.9716474804944004,0.03346298261177716,0.9760917781965206,0.777517712232438,0.13527841259253726,-0.2043473134055366,-1.3625219979022372,187,0
M4556,1641.5076111111111,1670.9393537666049,1.0179297022178118,0.12885592435219306,0.0,0.22071645074880303,0.01581788176000545,-0.47063959535084804,6.640407047465692,58.990029020170496,180,1
M45723,9727.272727272728,2590.7934583446927,0.26634325272702447,0.290317402736883,0.28383430930372144,0.248989972056974,0.1396152766650595,-0.44921872064095725,1.0243055185217826,4.149379562166255,66,1
M46014,1080.0609679527845,286.66078940523937,0.26541167388781234,0.9835325688030856,0.10107324441160381,0.9540821332783999,0.47742037236545615,-0.0733336624552324,0.7886301344478694,-0.6329727526847941,75,0
M46237,6888.172040511319,2454.581582234092,0.3563473106940408,0.9763414819571069,0.023161875727661152,0.9697510597308341,0.7247201802130864,-0.38227589931132666,0.19755066493618592,-0.3324497428858755,237,0
M46643,4292.6265459264705,1332.1678129232048,0.31033862337439494,0.9011828457089198,0.12598064731932623,0.9012569768045755,0.7047387542436027,-0.36124585246165064,0.045454159900104985,-1.348171881645601,136,0
M46863,2381.466417910448,711.1043933998311,0.29859937895902394,0.46901152750082953,0.3740335641135891,0.4210366613110434,0.28150394090850206,-0.5131900709403006,0.8042352276042513,1.6294662784148635,67,1
M47018,7538.05223880597,2879.1381304370893,0.38194722445876095,0.16531851969123346,0.11663023894161262,-0.0037555229185976652,0.009903303681295182,-0.48557489192636316,1.4694586832786896,4.919216138970594,67,1
M47257,6273.962686567164,2173.6933325176274,0.34646258530858054,0.46393540285474766,0.15306066158508647,0.4528584457000049,0.034862978779445435,-0.3428662952666856,0.806650710412926,-0.09584619513153125,67,1
M47423,1357.9470149253732,435.14510042504804,0.3204433572461306,0.38408818551349044,0.27337169174017184,0.15695836125241625,-0.041379553065730344,-0.5534955359368091,0.6367629272545386,0.3872362858817353,67,1
M47570,4248.320895522388,2352.014044374844,0.5536338007926382,0.09645937955445816,0.2104278319762113,0.4027433694632923,-0.0003800054006684749,-0.14745600991905697,0.3126499524534559,0.36923099195886744,67,1
M5581,7389.860005363323,148.62037915591193,0.02011139305048378,0.8149372928766623,0.5027037614886174,0.7326643724935968,0.41353008740800207,-0.41845537423144175,-0.21413307670077159,0.5989238919952395,289,0
M5723,7059.50335559659,292.9565733776987,0.04149818459190197,0.8372848665467894,0.7476390137583722,0.7623176893197633,0.6848426712087173,-0.24315818950617296,-0.06147298424873823,0.03930055400022425,352,0
M6020,912.0486666666666,573.8586834789103,0.629197436992299,0.8262731779788609,0.15699743778801456,0.862884083040744,0.6197301186487439,-0.3676646620068388,1.0000544273227763,0.33275954168389266,270,0
M6057,2990.9613333333336,2002.7560753132539,0.6696027972656017,0.9643180864377141,0.28771100447533215,0.9601187754035909,0.7936591136332343,-0.3017760469042286,0.6935469798979543,-0.2869675365607689,270,0
M6645,4548.4832599118945,1310.525464637854,0.288123620501846,0.977924742338929,0.5289627598701907,0.9479019137103322,0.8652110173413263,-0.4305123330409451,-0.0787945718359269,-1.329213889309409,227,0
M710,6176.830065359477,755.4508353203868,0.12230396940285929,0.9928160640410666,0.8804049818259898,0.9759699298760833,0.8672469778064437,0.28282725137398956,-0.8065750127950299,-0.158161465171351,306,0
M7637,6338.365384615385,3394.3797186211195,0.535529196038466,0.988252987164303,0.0,0.9860891152427892,0.6380876308484323,0.9856948141745763,0.18719240042453394,-1.2011806052621847,104,0
